Protein Name,Tiny,Small,Aliphatic,Aromatic,Non-Polar,Polar,Charged,Basic,Acidic,Molecular Weight,Charge,A280 Molar Extinction Coefficients,Improbability of expression in inclusion bodies,Isoelectric Point,CAI,Instability Index,Aliphatic Index,GRAVY,N-30 Disorder,GPC Content,Effector
CT_792,23.333,30,20,13.333,53.333,46.667,26.667,16.667,10,92130.67,1,5500,0.741,6.69,0.771,29.91,68.33,-0.453,0.288483,40.92570037,FALSE
CT_794,23.333,36.667,30,16.667,46.667,53.333,33.333,16.667,16.667,68037.19,-1,4470,0.888,8.09,0.699,57.06,107,-0.213,0.281903,40.77181208,FALSE
CT_796,33.333,40,26.667,13.333,60,40,6.667,3.333,3.333,112577.08,-0.5,6990,0.498,5.67,0.759,73.13,84.67,0.23,0.27322,42.7622842,FALSE
CT_797,13.333,30,33.333,23.333,73.333,26.667,13.333,13.333,0,22753.07,4,6990,0.91,8.79,0.735,28.42,123.33,0.993,0.166133,40.39408867,FALSE
CT_798,36.667,46.667,50,10,76.667,23.333,20,13.333,6.667,53369.88,1.5,1490,0.681,5.46,0.745,34.38,133.67,0.86,0.292873,40.28070175,FALSE
CT_799,20,40,33.333,3.333,50,50,30,20,10,20438.98,3,1490,0.77,8.99,0.714,41.83,107,-0.333,0.262017,39.24731183,FALSE
CT_800,20,46.667,36.667,13.333,66.667,33.333,16.667,13.333,3.333,19962.96,2.5,6990,0.79,7.76,0.761,30.7,129.67,0.417,0.112419,41.66666667,FALSE
CT_801,30,40,26.667,10,46.667,53.333,36.667,23.333,13.333,12906.84,3,2980,0.852,8.75,0.741,30.6,68.33,-0.75,0.331553,39.23303835,FALSE
CT_803,20,53.333,36.667,3.333,63.333,36.667,26.667,13.333,13.333,18437.12,0,1490,0.822,6.11,0.778,28.4,120,-0.047,0.274227,44.64285714,FALSE
CT_804,13.333,30,30,20,53.333,46.667,33.333,20,13.333,31868.25,1,1490,0.631,6,0.697,82.07,104,-0.177,0.185307,43.1372549,FALSE
CT_806,13.333,56.667,26.667,3.333,53.333,46.667,23.333,13.333,10,108366.85,0.5,0,0.971,5.08,0.758,41.09,100.67,-0.393,0.27542,39.98606757,FALSE
CT_808,10,26.667,36.667,10,50,50,33.333,13.333,20,59336.31,-2.5,1490,0.968,6.7,0.754,71.69,133.33,-0.167,0.17125,40.0259909,FALSE
CT_810,36.667,56.667,30,10,43.333,56.667,36.667,36.667,0,6483.6,9.5,0,0.881,10.26,0.81,91.25,52.33,-0.923,0.406567,42.22222222,FALSE
CT_811,23.333,53.333,36.667,6.667,66.667,33.333,26.667,10,16.667,34438.56,-2.5,5500,0.883,6.17,0.691,8.89,116.67,0.423,0.196683,44.51345756,FALSE
CT_812,50,63.333,40,3.333,53.333,46.667,16.667,10,6.667,160748.22,1,0,0.96,4.75,0.662,40.74,107.33,0.707,0.388817,42.10182768,FALSE
CT_813,36.667,60,16.667,3.333,36.667,63.333,13.333,6.667,6.667,29584.01,0,0,0.942,4.86,0.787,52.97,55.33,-0.633,0.350047,40.25157233,TRUE
CT_815,30,56.667,23.333,6.667,50,50,26.667,13.333,13.333,49390.93,0,0,0.619,6.04,0.729,7.4,68,-0.327,0.27678,43.06463326,FALSE
CT_816,26.667,43.333,30,13.333,70,30,23.333,10,13.333,67400.25,-1,4470,0.629,5.46,0.699,1.68,100.67,0.093,0.112197,42.83360791,FALSE
CT_818,40,63.333,50,0,83.333,16.667,6.667,6.667,0,43984.74,2,0,0.69,9.26,0.68,36.74,149.33,1.59,0.248877,40.70351759,FALSE
CT_820,20,30,30,20,56.667,43.333,26.667,16.667,10,31427.19,2,2980,0.553,7.66,0.773,37.26,104,0.183,0.24768,42.80701754,FALSE
CT_821,20,43.333,33.333,20,60,40,23.333,13.333,10,41863.43,-0.5,4470,0.888,5.42,0.693,56.97,94.33,-0.27,0.267413,42.0327304,FALSE
CT_823,36.667,50,26.667,6.667,53.333,46.667,20,16.667,3.333,53244.06,4,1490,0.53,6.36,0.7,39.2,87.67,0.233,0.36405,43.17269076,FALSE
CT_824,16.667,40,26.667,10,43.333,56.667,36.667,16.667,20,109330.71,-1.5,1490,0.888,5.26,0.736,53.35,94,-0.533,0.281983,41.94871795,FALSE
CT_826,30,50,33.333,6.667,63.333,36.667,23.333,16.667,6.667,28367.75,3,0,0.666,9.26,0.789,58.62,104,0.31,0.25888,44.6969697,FALSE
CT_827,13.333,40,26.667,10,53.333,46.667,26.667,16.667,10,119421.04,2,0,0.675,5.78,0.725,62.92,84.33,-0.21,0.215077,41.66666667,FALSE
CT_829,33.333,60,23.333,10,63.333,36.667,13.333,0,13.333,21768.08,-4,11000,0.877,8.79,0.785,16.46,65,-0.097,0.167437,39.18439716,FALSE
CT_831,33.333,53.333,16.667,20,56.667,43.333,16.667,10,6.667,31680.59,1,1490,0.978,9.17,0.758,65.78,48.67,-0.063,0.277033,41.89497717,FALSE
CT_832,26.667,50,33.333,3.333,56.667,43.333,26.667,20,6.667,18420.56,4,0,0.846,5.7,0.769,101.11,81.33,-0.203,0.34602,45.56213018,FALSE
CT_834,33.333,46.667,16.667,3.333,43.333,56.667,33.333,33.333,0,7342.79,10,0,0.729,12.15,0.784,54.9,42.33,-1.153,0.457367,42.56410256,FALSE
CT_836,26.667,46.667,30,10,43.333,56.667,30,10,20,38687.24,-3.5,0,0.943,5.83,0.73,61.82,87.67,-0.143,0.276237,43.14868805,FALSE
CT_840,20,30,26.667,13.333,46.667,53.333,33.333,20,13.333,37332.12,2,1490,0.553,8.67,0.706,18.32,94.33,-0.347,0.178943,38.0952381,FALSE
CT_841,26.667,46.667,23.333,20,60,40,23.333,16.667,6.667,101619.13,3,0,0.542,5.85,0.709,23.61,65,0.193,0.301813,42.30488694,FALSE
CT_843,30,43.333,23.333,6.667,36.667,63.333,40,20,20,10400.03,-0.5,0,0.823,9.74,0.838,22.44,68.33,-0.87,0.345197,35.18518519,FALSE
CT_844,20,40,26.667,10,56.667,43.333,40,16.667,23.333,18503.49,-2,1490,0.979,6.21,0.774,44.65,68.33,-0.37,0.25699,39.22764228,FALSE
CT_847,30,56.667,36.667,0,53.333,46.667,16.667,3.333,13.333,18913.57,-3,0,0.6,5.67,0.734,90.66,120.33,0.257,0.295103,40.65510597,TRUE
CT_850,30,46.667,26.667,13.333,63.333,36.667,20,16.667,3.333,45834.34,4,0,0.53,5.24,0.712,15.43,84.33,0.187,0.25542,41.46141215,TRUE
CT_854,20,30,33.333,23.333,76.667,23.333,10,6.667,3.333,65251.63,1,8480,0.862,7.52,0.785,40.93,120.33,0.9,0.21745,41.8079096,FALSE
CT_855,23.333,43.333,23.333,10,50,50,26.667,10,16.667,50338.86,-2,0,0.724,6.07,0.721,55.55,74.67,-0.437,0.336087,40.73275862,FALSE
CT_856,23.333,43.333,30,13.333,53.333,46.667,26.667,23.333,3.333,61648.41,5.5,1490,0.95,8.47,0.76,-3.27,103.67,0.17,0.230157,40.72769953,FALSE
CT_859,30,43.333,40,6.667,66.667,33.333,23.333,16.667,6.667,34208.42,3,5500,0.852,5.82,0.73,20.05,117,0.557,0.171197,41.88311688,FALSE
CT_864,26.667,43.333,33.333,13.333,56.667,43.333,20,13.333,6.667,34572.04,1.5,0,0.862,9.21,0.741,53.9,113.67,0.48,0.21461,40.64230343,FALSE
CT_866,23.333,50,30,10,53.333,46.667,16.667,6.667,10,84650.67,-1.5,0,0.51,5.16,0.734,58.7,107,0.137,0.24226,43.48218313,FALSE
CT_868,30,63.333,20,0,43.333,56.667,20,10,10,46733.27,0,0,0.967,6.2,0.718,104.7,61.67,-0.81,0.469627,45.98249801,FALSE
